nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
BEL,FW,22,1999,36,22,1865,20.7,1,3,4,1,0,0,2,0,2.9,2.9,3.3,6.1,63,54,161,0.05,0.14,0.19,0.05,0.19,0.14,0.16,0.3,0.14,0.3
ITA,DF,27,1994,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRO,FW,27,1993,24,6,891,9.9,2,2,4,2,0,0,2,0,2.4,2.4,4.8,7.2,36,38,80,0.2,0.2,0.4,0.2,0.4,0.24,0.48,0.73,0.24,0.73
MAR,MF,21,1999,31,25,1855,20.6,3,3,6,3,0,0,4,0,4.1,4.1,2.3,6.4,59,88,104,0.15,0.15,0.29,0.15,0.29,0.2,0.11,0.31,0.2,0.31
ROU,GK,35,1986,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA,MF,19,2001,8,2,148,1.6,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,7,3,8,0.61,0.0,0.61,0.61,0.61,0.26,0.04,0.3,0.26,0.3
ITA,DF,24,1996,26,24,2119,23.5,2,2,4,2,0,0,2,0,3.8,3.8,1.8,5.6,36,113,74,0.08,0.08,0.17,0.08,0.17,0.16,0.08,0.24,0.16,0.24
ENG,DF,23,1997,31,30,2718,30.2,0,0,0,0,0,0,4,0,1.1,1.1,0.1,1.2,14,82,5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
SEN,DF,24,1997,10,5,446,5.0,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,17,20,48,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09
CIV,MF,24,1996,31,25,2308,25.6,6,0,6,4,2,3,2,0,4.4,2.0,1.7,3.7,36,130,61,0.23,0.0,0.23,0.16,0.16,0.17,0.06,0.24,0.08,0.14
ALG,MF,23,1997,31,15,1525,16.9,2,1,3,2,0,0,7,0,0.7,0.7,1.4,2.1,28,140,34,0.12,0.06,0.18,0.12,0.18,0.04,0.08,0.12,0.04,0.12
BRA,"FW,MF",30,1991,26,14,1428,15.9,5,2,7,5,0,0,2,0,3.5,3.5,1.8,5.3,63,45,124,0.32,0.13,0.44,0.32,0.44,0.22,0.11,0.33,0.22,0.33
ITA,DF,19,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA,DF,21,1999,8,6,537,6.0,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.1,3,22,1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
FRA,GK,26,1995,32,32,2880,32.0,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,0,1,0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01
FRA,FW,34,1986,29,22,1892,21.0,11,3,14,9,2,2,4,0,9.8,8.3,2.3,10.6,8,23,102,0.52,0.14,0.67,0.43,0.57,0.47,0.11,0.58,0.39,0.5
FRA,DF,21,2000,28,21,1944,21.6,1,2,3,1,0,0,4,0,0.3,0.3,0.6,1.0,21,78,35,0.05,0.09,0.14,0.05,0.14,0.02,0.03,0.05,0.02,0.05
ITA,FW,20,2001,6,1,131,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,3,0,5,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.26,0.1,0.26
BIH,"MF,FW",27,1993,28,15,1416,15.7,0,1,1,0,0,0,2,0,0.7,0.7,1.7,2.4,20,48,54,0.0,0.06,0.06,0.0,0.06,0.05,0.11,0.15,0.05,0.15
POR,FW,22,1999,34,31,2605,28.9,11,10,21,11,0,0,4,0,8.8,8.8,6.8,15.5,161,101,218,0.38,0.35,0.73,0.38,0.73,0.3,0.23,0.54,0.3,0.54
ESP,"FW,MF",26,1995,5,1,125,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,4,5,13,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.18,0.07,0.18
ITA,MF,21,2000,36,31,2600,28.9,5,2,7,5,0,0,9,0,4.1,4.1,4.0,8.1,51,141,46,0.17,0.07,0.24,0.17,0.24,0.14,0.14,0.28,0.14,0.28
DEN,DF,32,1989,11,10,802,8.9,0,0,0,0,0,0,2,0,0.5,0.5,0.3,0.8,3,23,1,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09
FRA,DF,23,1997,32,30,2711,30.1,5,5,10,4,1,2,7,2,3.7,2.8,5.8,8.6,120,116,140,0.17,0.17,0.33,0.13,0.3,0.12,0.19,0.32,0.09,0.29
FRA,MF,26,1994,14,5,501,5.6,0,0,0,0,0,0,3,0,0.3,0.3,0.3,0.6,3,26,1,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11
SWE,FW,39,1981,23,11,1016,11.3,8,2,10,8,0,1,2,0,7.2,6.4,2.1,8.5,13,50,99,0.71,0.18,0.89,0.71,0.89,0.64,0.18,0.82,0.57,0.75
ALG,"MF,FW",24,1996,15,1,326,3.6,0,0,0,0,0,0,1,0,0.7,0.7,0.8,1.5,28,31,44,0.0,0.0,0.0,0.0,0.0,0.19,0.22,0.41,0.19,0.41
ITA,DF,20,2000,12,5,457,5.1,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,11,17,13,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
ITA,GK,24,1997,7,7,619,6.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KVX,DF,27,1994,33,33,2927,32.5,4,0,4,4,0,0,5,0,4.0,4.0,0.1,4.1,12,81,3,0.12,0.0,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.13
CMR,MF,25,1995,25,21,1926,21.4,0,1,1,0,0,0,5,0,1.1,1.1,1.1,2.3,45,126,60,0.0,0.05,0.05,0.0,0.05,0.05,0.05,0.11,0.05,0.11
ITA,FW,26,1995,24,4,586,6.5,3,1,4,3,0,0,1,0,1.6,1.6,1.7,3.3,15,11,38,0.46,0.15,0.61,0.46,0.61,0.25,0.25,0.51,0.25,0.51
ENG,DF,23,1997,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL,GK,32,1988,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA,GK,21,1999,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GER,MF,29,1991,19,7,692,7.7,1,0,1,1,0,0,4,0,0.7,0.7,0.4,1.1,8,44,2,0.13,0.0,0.13,0.13,0.13,0.09,0.05,0.14,0.09,0.14
BEL,"FW,MF",34,1987,30,16,1384,15.4,11,1,12,10,1,1,2,0,4.3,3.6,3.1,6.7,30,69,101,0.72,0.07,0.78,0.65,0.72,0.28,0.2,0.48,0.23,0.43
MKD,"FW,MF",21,1999,37,12,1620,18.0,3,4,7,3,0,0,3,0,2.3,2.3,1.8,4.1,59,53,96,0.17,0.22,0.39,0.17,0.39,0.13,0.1,0.23,0.13,0.23
ESP,MF,25,1996,32,29,2384,26.5,7,4,11,7,0,0,2,0,1.6,1.6,2.9,4.5,58,220,80,0.26,0.15,0.42,0.26,0.42,0.06,0.11,0.17,0.06,0.17
ALG,DF,30,1991,14,3,332,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,10,19,19,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.13,0.03,0.13
ITA,MF,21,2000,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA,DF,27,1993,33,33,2869,31.9,1,4,5,1,0,0,3,0,1.1,1.1,2.8,3.9,66,196,154,0.03,0.13,0.16,0.03,0.16,0.03,0.09,0.12,0.03,0.12
MEX,FW,26,1995,30,20,1613,17.9,5,5,10,5,0,0,3,0,5.9,5.7,2.2,7.9,82,53,179,0.28,0.28,0.56,0.28,0.56,0.33,0.12,0.45,0.32,0.44
BRA,DF,30,1991,21,14,1278,14.2,1,0,1,1,0,0,1,0,0.3,0.3,0.3,0.6,1,36,0,0.07,0.0,0.07,0.07,0.07,0.02,0.02,0.04,0.02,0.04
SEN,DF,30,1991,27,27,2405,26.7,3,1,4,3,0,0,5,1,1.3,1.3,1.3,2.5,21,80,10,0.11,0.04,0.15,0.11,0.15,0.05,0.05,0.1,0.05,0.1
GRE,DF,30,1991,4,3,313,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAR,"DF,MF",30,1991,8,2,288,3.2,0,1,1,0,0,0,3,0,0.0,0.0,0.2,0.3,8,11,19,0.0,0.31,0.31,0.0,0.31,0.01,0.07,0.08,0.01,0.08
ITA,FW,30,1991,32,28,2290,25.4,11,8,19,2,9,13,2,0,15.3,4.9,5.6,10.6,104,150,208,0.43,0.31,0.75,0.08,0.39,0.6,0.22,0.82,0.19,0.42
ITA,FW,27,1993,33,20,1650,18.3,3,4,7,3,0,0,3,0,2.6,2.6,3.1,5.6,76,64,191,0.16,0.22,0.38,0.16,0.38,0.14,0.17,0.31,0.14,0.31
POR,DF,30,1991,34,34,2992,33.2,0,5,5,0,0,0,7,0,1.6,1.6,3.3,4.9,67,150,155,0.0,0.15,0.15,0.0,0.15,0.05,0.1,0.15,0.05,0.15
POL,MF,27,1994,35,26,2086,23.2,6,5,11,6,0,0,1,0,3.4,3.4,3.9,7.2,50,128,95,0.26,0.22,0.47,0.26,0.47,0.15,0.17,0.31,0.15,0.31
SVK,MF,26,1994,23,19,1686,18.7,1,0,1,1,0,0,2,0,0.1,0.1,0.7,0.8,25,93,13,0.05,0.0,0.05,0.05,0.05,0.01,0.04,0.04,0.01,0.04
NGA,FW,22,1998,27,23,1983,22.0,14,2,16,14,0,0,5,1,10.5,10.5,1.8,12.4,49,18,178,0.64,0.09,0.73,0.64,0.73,0.48,0.08,0.56,0.48,0.56
ENG,DF,23,1997,8,7,487,5.4,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.8,13,24,33,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.16,0.05,0.16
GUI,MF,24,1997,4,2,170,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
ESP,"FW,DF",24,1997,5,1,96,1.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,2,8,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29
ITA,MF,26,1995,34,29,2678,29.8,2,0,2,2,0,0,9,0,2.2,2.2,2.6,4.8,31,231,24,0.07,0.0,0.07,0.07,0.07,0.08,0.09,0.16,0.08,0.16
USA,DF,20,2001,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP,"MF,FW",23,1998,19,3,554,6.2,1,1,2,1,0,0,2,0,1.5,1.5,1.0,2.5,25,19,52,0.16,0.16,0.32,0.16,0.32,0.24,0.17,0.41,0.24,0.41
ENG,DF,31,1989,27,23,2091,23.2,3,0,3,3,0,0,0,0,2.4,2.4,0.4,2.8,4,39,5,0.13,0.0,0.13,0.13,0.13,0.1,0.02,0.12,0.1,0.12
ITA,"FW,MF",17,2003,3,0,38,0.4,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,4,4,7,2.37,0.0,2.37,2.37,2.37,0.23,0.11,0.34,0.23,0.34
GRE,MF,17,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAM,MF,20,2001,1,1,63,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,2,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
ITA,"MF,DF",19,2002,11,0,68,0.8,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,2,3,2,1.32,0.0,1.32,1.32,1.32,0.02,0.0,0.02,0.02,0.02
UZB,"FW,MF",26,1995,28,5,784,8.7,3,4,7,3,0,0,2,0,4.3,4.3,3.3,7.5,28,17,85,0.34,0.46,0.8,0.34,0.8,0.49,0.38,0.87,0.49,0.87
GHA,"FW,MF",18,2003,17,6,668,7.4,2,0,2,2,0,0,5,1,1.7,1.7,0.6,2.2,19,7,77,0.27,0.0,0.27,0.27,0.27,0.22,0.08,0.3,0.22,0.3
ITA,DF,25,1996,33,33,2878,32.0,0,0,0,0,0,0,16,1,2.4,2.3,0.3,2.6,30,137,17,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08
ARM,"MF,FW",32,1989,31,29,2495,27.7,5,6,11,5,0,0,4,1,3.9,3.9,5.1,9.0,81,149,139,0.18,0.22,0.4,0.18,0.4,0.14,0.18,0.33,0.14,0.33
FRA,MF,28,1993,36,26,2319,25.8,4,8,12,3,1,2,6,0,4.6,3.1,5.4,8.5,49,164,70,0.16,0.31,0.47,0.12,0.43,0.18,0.21,0.39,0.12,0.33
ITA,DF,28,1993,3,2,127,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,4,4,10,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12
ITA,MF,25,1996,28,27,2289,25.4,9,3,12,7,2,3,8,1,8.9,6.4,7.0,13.4,76,136,181,0.35,0.12,0.47,0.28,0.39,0.35,0.28,0.63,0.25,0.53
ALB,DF,21,2000,17,13,1025,11.4,0,0,0,0,0,0,6,0,0.8,0.8,0.1,0.9,5,31,0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08
URU,"DF,FW",23,1997,26,18,1565,17.4,0,1,1,0,0,0,2,0,0.6,0.6,1.1,1.7,41,74,68,0.0,0.06,0.06,0.0,0.06,0.03,0.06,0.1,0.03,0.1
POL,DF,19,2002,16,9,793,8.8,0,0,0,0,0,0,1,0,0.4,0.4,0.5,0.9,43,22,35,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1
ITA,"FW,MF",22,1999,28,23,1971,21.9,2,1,3,2,0,0,12,2,5.6,5.6,2.9,8.5,87,57,205,0.09,0.05,0.14,0.09,0.14,0.25,0.13,0.39,0.25,0.39
ITA,DF,19,2002,6,2,174,1.9,0,1,1,0,0,0,2,0,0.0,0.0,0.9,0.9,3,3,6,0.0,0.52,0.52,0.0,0.52,0.0,0.47,0.47,0.0,0.47
NED,"DF,FW",26,1995,36,32,2883,32.0,0,2,2,0,0,0,9,1,0.1,0.1,4.8,4.9,46,150,210,0.0,0.06,0.06,0.0,0.06,0.0,0.15,0.15,0.0,0.15
BRA,DF,22,1998,34,32,2889,32.1,3,0,3,3,0,0,9,0,2.0,2.0,0.5,2.5,33,116,15,0.09,0.0,0.09,0.09,0.09,0.06,0.02,0.08,0.06,0.08
POR,GK,33,1988,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA,"FW,DF",28,1992,27,8,1055,11.7,3,0,3,3,0,0,1,0,2.7,2.7,3.0,5.7,58,78,105,0.26,0.0,0.26,0.26,0.26,0.23,0.26,0.49,0.23,0.49
POR,MF,29,1992,14,13,892,9.9,2,0,2,1,1,1,5,0,1.3,0.5,1.7,2.2,10,41,16,0.2,0.0,0.2,0.1,0.1,0.13,0.17,0.3,0.05,0.23
ENG,FW,23,1997,37,36,3084,34.3,17,4,21,14,3,3,9,0,20.7,18.4,4.8,23.2,41,70,199,0.5,0.12,0.61,0.41,0.53,0.6,0.14,0.74,0.54,0.68
ITA,MF,17,2003,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA,MF,28,1993,14,5,571,6.3,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.7,5,19,7,0.16,0.0,0.16,0.16,0.16,0.02,0.09,0.11,0.02,0.11
ROU,DF,19,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
CIV,FW,24,1996,14,10,699,7.8,1,0,1,1,0,0,1,0,1.7,1.7,0.5,2.2,15,12,74,0.13,0.0,0.13,0.13,0.13,0.22,0.06,0.28,0.22,0.28
ARG,"MF,FW",33,1988,11,1,287,3.2,0,0,0,0,0,1,1,0,1.4,0.6,0.3,0.9,14,7,25,0.0,0.0,0.0,0.0,0.0,0.44,0.09,0.53,0.19,0.28
ITA,"FW,MF",20,2001,6,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOR,MF,22,1999,11,8,699,7.8,0,1,1,0,0,0,5,0,0.1,0.1,0.4,0.5,14,20,13,0.0,0.13,0.13,0.0,0.13,0.02,0.05,0.07,0.02,0.07
ITA,"FW,MF",24,1997,32,19,1866,20.7,10,0,10,8,2,2,6,0,7.5,5.9,1.1,7.0,25,46,85,0.48,0.0,0.48,0.39,0.39,0.36,0.05,0.41,0.28,0.34
ARG,DF,34,1987,16,16,1434,15.9,1,0,1,1,0,0,3,1,1.5,1.5,0.4,1.8,19,40,6,0.06,0.0,0.06,0.06,0.06,0.09,0.02,0.12,0.09,0.12
ITA,DF,22,1999,5,3,334,3.7,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,7,7,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
ITA,MF,31,1990,18,14,1255,13.9,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.6,5,56,5,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
FRA,"MF,FW",38,1983,23,16,1421,15.8,0,2,2,0,0,0,3,1,0.9,0.9,2.9,3.8,65,71,95,0.0,0.13,0.13,0.0,0.13,0.06,0.18,0.24,0.06,0.24
ALB,DF,28,1992,9,8,596,6.6,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,2,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP,"MF,FW",23,1998,27,16,1348,15.0,1,1,2,1,0,0,4,1,1.2,1.2,1.5,2.7,27,62,54,0.07,0.07,0.13,0.07,0.13,0.08,0.1,0.18,0.08,0.18
SRB,"DF,MF",32,1988,14,12,1053,11.7,1,1,2,1,0,0,4,0,1.0,1.0,1.4,2.3,11,32,6,0.09,0.09,0.17,0.09,0.17,0.08,0.12,0.2,0.08,0.2
NGA,"MF,DF",30,1991,21,12,1143,12.7,0,1,1,0,0,0,4,0,1.3,1.3,1.8,3.1,10,20,46,0.0,0.08,0.08,0.0,0.08,0.1,0.14,0.24,0.1,0.24
NOR,FW,24,1997,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.38,0.38,0.38
MLI,MF,25,1996,31,29,2332,25.9,0,0,0,0,0,0,3,0,1.0,1.0,0.3,1.2,39,82,38,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
ITA,MF,26,1995,5,2,175,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA,DF,22,1999,27,25,2103,23.4,1,0,1,1,0,0,9,0,0.6,0.6,1.0,1.6,37,76,69,0.04,0.0,0.04,0.04,0.04,0.03,0.04,0.07,0.03,0.07
ITA,GK,30,1991,16,16,1392,15.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRO,DF,25,1996,6,4,399,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
FRA,"MF,FW",25,1996,6,2,160,1.8,0,1,1,0,0,0,2,0,0.1,0.1,0.2,0.3,3,3,11,0.0,0.56,0.56,0.0,0.56,0.07,0.09,0.16,0.07,0.16
SEN,MF,22,1999,12,9,808,9.0,2,0,2,2,0,0,1,0,1.4,1.4,0.2,1.6,16,37,30,0.22,0.0,0.22,0.22,0.22,0.15,0.02,0.17,0.15,0.17
ITA,DF,18,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA,DF,19,2002,14,8,676,7.5,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,10,16,19,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06
BRA,"FW,MF",22,1999,7,0,87,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,3,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23
BIH,FW,31,1990,33,23,2165,24.1,5,4,9,4,1,1,6,0,5.3,4.5,3.3,7.7,7,35,100,0.21,0.17,0.37,0.17,0.33,0.22,0.14,0.35,0.19,0.32
ITA,"DF,MF",22,1999,29,13,1410,15.7,1,2,3,1,0,0,3,0,0.5,0.5,1.5,2.0,49,31,74,0.06,0.13,0.19,0.06,0.19,0.03,0.1,0.13,0.03,0.13
SVK,DF,29,1992,31,30,2563,28.5,0,0,0,0,0,0,9,0,0.6,0.6,0.6,1.2,5,66,12,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
ITA,DF,26,1995,15,15,1269,14.1,0,2,2,0,0,0,2,0,0.1,0.1,1.6,1.8,43,40,46,0.0,0.14,0.14,0.0,0.14,0.01,0.12,0.13,0.01,0.13
POL,DF,26,1994,13,4,516,5.7,0,0,0,0,0,0,2,0,0.1,0.1,0.5,0.6,4,10,11,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.11,0.02,0.11
ROU,DF,19,2002,7,5,488,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA,DF,30,1990,2,2,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
SWE,DF,31,1990,17,12,1138,12.6,0,1,1,0,0,0,2,0,0.5,0.5,0.6,1.1,10,46,8,0.0,0.08,0.08,0.0,0.08,0.04,0.05,0.09,0.04,0.09
NGA,FW,29,1992,19,10,842,9.4,1,1,2,1,0,0,0,0,3.2,3.2,0.5,3.6,3,10,48,0.11,0.11,0.21,0.11,0.21,0.34,0.05,0.39,0.34,0.39
ITA,"FW,MF",29,1992,15,11,829,9.2,5,0,5,4,1,1,3,0,3.4,2.6,1.3,4.0,35,37,38,0.54,0.0,0.54,0.43,0.43,0.37,0.15,0.52,0.28,0.43
NOR,DF,31,1990,11,11,933,10.4,0,0,0,0,0,0,2,1,0.4,0.4,0.3,0.8,8,53,1,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07
SVN,GK,31,1990,23,21,1938,21.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA,GK,31,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUN,"DF,MF",25,1995,17,10,952,10.6,0,1,1,0,0,0,0,0,0.2,0.2,0.8,1.0,16,29,30,0.0,0.09,0.09,0.0,0.09,0.02,0.08,0.1,0.02,0.1
BRA,MF,22,1999,15,13,1147,12.7,2,1,3,2,0,0,5,0,2.0,2.0,1.0,3.1,25,34,39,0.16,0.08,0.24,0.16,0.24,0.16,0.08,0.24,0.16,0.24
MAR,"MF,FW",24,1996,14,9,893,9.9,3,2,5,3,0,0,3,0,1.4,1.4,1.6,3.0,13,35,36,0.3,0.2,0.5,0.3,0.5,0.14,0.16,0.31,0.14,0.31
POR,MF,32,1989,17,12,1083,12.0,0,1,1,0,0,0,3,1,0.3,0.3,0.4,0.7,14,57,14,0.0,0.08,0.08,0.0,0.08,0.03,0.03,0.06,0.03,0.06
SWE,MF,32,1989,26,19,1637,18.2,1,0,1,1,0,0,11,1,0.9,0.9,0.3,1.2,10,62,20,0.05,0.0,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06
ITA,DF,27,1994,23,20,1643,18.3,1,0,1,1,0,0,4,0,0.6,0.6,0.0,0.6,7,39,5,0.05,0.0,0.05,0.05,0.05,0.03,0.0,0.03,0.03,0.03
ITA,"DF,MF",27,1994,7,2,234,2.6,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,3,2,13,0.38,0.0,0.38,0.38,0.38,0.14,0.0,0.14,0.14,0.14
ITA,"MF,FW",34,1987,36,36,3119,34.7,7,10,17,6,1,2,6,1,5.8,4.2,7.2,11.4,105,201,223,0.2,0.29,0.49,0.17,0.46,0.17,0.21,0.38,0.12,0.33
POL,DF,29,1992,35,35,2946,32.7,0,3,3,0,0,0,12,0,0.5,0.5,1.8,2.3,52,105,108,0.0,0.09,0.09,0.0,0.09,0.01,0.05,0.07,0.01,0.07
ITA,GK,24,1997,29,29,2560,28.4,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
VEN,FW,29,1992,10,0,116,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,4,14,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
ITA,"MF,DF",24,1997,6,1,112,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
